edad,ingreso
1.800000000000000000e+01,4.600692857804396044e+04
4.200000000000000000e+01,4.551866255058495153e+04
2.400000000000000000e+01,3.088220586300336072e+04
2.600000000000000000e+01,2.550639100459755718e+04
4.100000000000000000e+01,3.435155630535208184e+04
1.800000000000000000e+01,3.160335816544245608e+04
6.100000000000000000e+01,5.128916174091132416e+04
2.500000000000000000e+01,2.996566237219392497e+04
4.100000000000000000e+01,3.807342553234883235e+04
2.800000000000000000e+01,3.658979825746391725e+04
6.800000000000000000e+01,6.913662105286947917e+04
3.400000000000000000e+01,4.727539944257899333e+04
2.500000000000000000e+01,2.414983601145252760e+04
5.200000000000000000e+01,4.950125064706628473e+04
5.200000000000000000e+01,4.241236284217692446e+04
5.000000000000000000e+01,4.605706739923888381e+04
2.200000000000000000e+01,3.047300493044852192e+04
5.900000000000000000e+01,6.571988616645352158e+04
5.600000000000000000e+01,4.637834675822374993e+04
5.800000000000000000e+01,6.599605920105660334e+04
4.500000000000000000e+01,5.980637858804951247e+04
2.400000000000000000e+01,3.253434903223700894e+04
2.600000000000000000e+01,4.886795812558065518e+04
2.500000000000000000e+01,2.151210800896427099e+04
2.900000000000000000e+01,2.020345296688583039e+04
5.100000000000000000e+01,3.356279751095721440e+04
5.000000000000000000e+01,6.546044311489183019e+04
6.500000000000000000e+01,6.979365656354057137e+04
4.000000000000000000e+01,4.144415329089544684e+04
4.100000000000000000e+01,4.564968626319820032e+04
5.400000000000000000e+01,4.264510952701623319e+04
5.200000000000000000e+01,7.665751979616825702e+04
6.100000000000000000e+01,6.114221181975227228e+04
5.700000000000000000e+01,5.754394794604893104e+04
3.900000000000000000e+01,4.840766623898691614e+04
4.400000000000000000e+01,5.021009231736713264e+04
5.200000000000000000e+01,5.443884024279131700e+04
1.800000000000000000e+01,1.539525544554688167e+04
5.200000000000000000e+01,5.691468357135995757e+04
5.400000000000000000e+01,7.272024496475033811e+04
6.400000000000000000e+01,7.585420046154977172e+04
3.100000000000000000e+01,5.028186626639396854e+04
2.000000000000000000e+01,1.988784323568814943e+04
1.800000000000000000e+01,1.340395179741419088e+04
2.200000000000000000e+01,2.544213079900352022e+04
4.300000000000000000e+01,4.510724912288694759e+04
3.100000000000000000e+01,4.529191518470948358e+04
5.600000000000000000e+01,3.867535370285180397e+04
4.400000000000000000e+01,6.069550319460613537e+04
2.600000000000000000e+01,2.851992101421010739e+04
3.200000000000000000e+01,3.093118930052579890e+04
3.200000000000000000e+01,2.507895624739832419e+04
4.300000000000000000e+01,2.800143328134230615e+04
5.900000000000000000e+01,6.638170583961914235e+04
3.000000000000000000e+01,3.423317967188404145e+04
6.800000000000000000e+01,5.290039100258945837e+04
4.900000000000000000e+01,3.669921227936384093e+04
5.600000000000000000e+01,5.224215300709872099e+04
6.600000000000000000e+01,8.079021525289393321e+04
6.900000000000000000e+01,6.405408648636395083e+04
4.900000000000000000e+01,3.461857046881893621e+04
2.100000000000000000e+01,2.339256935914055794e+04
4.700000000000000000e+01,4.522276430252329737e+04
5.400000000000000000e+01,2.693113357058428301e+04
4.000000000000000000e+01,4.145705133482188103e+04
5.600000000000000000e+01,5.329065469791321811e+04
6.200000000000000000e+01,6.766206364813417895e+04
3.200000000000000000e+01,5.368956094945345103e+04
6.000000000000000000e+01,7.026565029547757877e+04
4.600000000000000000e+01,4.441111309445169172e+04
5.300000000000000000e+01,4.198474091258329281e+04
3.000000000000000000e+01,5.923359803249860124e+04
4.900000000000000000e+01,5.024218434014488594e+04
2.400000000000000000e+01,2.853929291912946064e+04
6.800000000000000000e+01,6.555874912889997358e+04
3.900000000000000000e+01,4.313084760767855187e+04
4.500000000000000000e+01,4.480639588076057407e+04
1.900000000000000000e+01,1.841337993119763632e+04
5.900000000000000000e+01,5.268141058759608131e+04
6.200000000000000000e+01,6.037246729784001946e+04
2.300000000000000000e+01,2.211575228866234829e+04
4.500000000000000000e+01,3.912154217322835757e+04
4.500000000000000000e+01,4.731430227691897016e+04
6.100000000000000000e+01,5.730022782579144405e+04
6.100000000000000000e+01,7.488992988582688849e+04
3.700000000000000000e+01,1.294030191606987864e+04
4.700000000000000000e+01,5.886506851922461647e+04
2.800000000000000000e+01,4.426085192497629032e+04
4.500000000000000000e+01,2.551609767591850687e+04
4.200000000000000000e+01,4.027312405919651064e+04
5.600000000000000000e+01,5.188559134004208317e+04
5.000000000000000000e+01,3.642488305282178771e+04
1.800000000000000000e+01,1.552183312409124665e+04
4.400000000000000000e+01,3.429424154534171248e+04
6.900000000000000000e+01,8.417270443423622055e+04
3.000000000000000000e+01,4.285678393147460883e+04
5.800000000000000000e+01,7.001555094994159299e+04
2.000000000000000000e+01,3.221672064043235150e+04
5.600000000000000000e+01,4.430948228782770457e+04
2.300000000000000000e+01,2.230479733720226432e+04
2.500000000000000000e+01,3.414374561227917729e+04
4.400000000000000000e+01,3.317872191108054540e+04
2.600000000000000000e+01,3.722998430172388180e+04
5.400000000000000000e+01,5.149674601841864933e+04
5.000000000000000000e+01,4.675179192450402479e+04
6.800000000000000000e+01,7.290959968203491007e+04
5.900000000000000000e+01,6.259263311486040038e+04
6.100000000000000000e+01,5.624033834180919803e+04
4.100000000000000000e+01,5.444329803364248073e+04
3.200000000000000000e+01,2.438936672400102543e+04
4.900000000000000000e+01,5.580935606944264146e+04
4.900000000000000000e+01,5.558101257968384016e+04
4.100000000000000000e+01,3.975453560686009587e+04
5.800000000000000000e+01,6.056133022242118022e+04
6.900000000000000000e+01,5.413886423614696832e+04
6.600000000000000000e+01,7.334027019206901605e+04
6.600000000000000000e+01,6.225097863557010714e+04
6.900000000000000000e+01,6.142276979480960290e+04
2.900000000000000000e+01,4.314009225836889527e+04
5.600000000000000000e+01,4.855656309457241150e+04
1.900000000000000000e+01,1.006538703636440368e+04
2.000000000000000000e+01,9.433708264760962265e+03
6.600000000000000000e+01,7.016009951345640002e+04
5.400000000000000000e+01,4.109570647503716464e+04
6.600000000000000000e+01,8.164794181984364695e+04
3.400000000000000000e+01,1.608070592116277840e+04
6.600000000000000000e+01,8.106456368290037790e+04
1.900000000000000000e+01,2.626017467202618354e+04
1.900000000000000000e+01,2.318286888129607541e+04
4.500000000000000000e+01,4.080080913191050058e+04
4.000000000000000000e+01,4.599136114352070581e+04
5.400000000000000000e+01,5.352365297575151635e+04
4.900000000000000000e+01,6.068301882016521267e+04
5.000000000000000000e+01,5.164227648662039428e+04
1.800000000000000000e+01,2.480301761461877686e+04
3.600000000000000000e+01,3.496387787786144327e+04
1.900000000000000000e+01,2.358054376278932614e+04
6.100000000000000000e+01,6.292801768892059044e+04
4.300000000000000000e+01,2.744831607343374344e+04
4.900000000000000000e+01,3.616814577894286776e+04
2.300000000000000000e+01,3.498264094022715290e+04
4.900000000000000000e+01,5.135865438127941889e+04
2.100000000000000000e+01,2.401016663647320820e+04
2.800000000000000000e+01,3.198433933065393285e+04
3.400000000000000000e+01,4.037581705361670902e+04
5.500000000000000000e+01,4.935240319690638717e+04
4.100000000000000000e+01,3.506695274597687239e+04
2.200000000000000000e+01,2.865845255097681365e+04
6.900000000000000000e+01,5.686627222384967899e+04
5.100000000000000000e+01,5.543252755714472005e+04
2.300000000000000000e+01,1.052416395762159664e+04
3.900000000000000000e+01,5.144155637325643329e+04
2.800000000000000000e+01,3.652597482413043326e+04
6.500000000000000000e+01,6.581029734313875088e+04
3.300000000000000000e+01,4.587690983945514017e+04
5.000000000000000000e+01,6.715474444462577230e+04
2.600000000000000000e+01,4.024370065018130117e+04
2.300000000000000000e+01,9.141257686683547945e+03
3.300000000000000000e+01,2.325423033264298283e+04
4.600000000000000000e+01,4.085181422304321313e+04
2.000000000000000000e+01,2.526091050210833782e+04
3.700000000000000000e+01,4.462659020469123061e+04
5.300000000000000000e+01,4.579256186846534547e+04
3.600000000000000000e+01,4.046766764477078686e+04
4.300000000000000000e+01,3.699617067646677606e+04
2.000000000000000000e+01,1.888482197008051662e+04
3.600000000000000000e+01,2.453338903151777777e+04
3.700000000000000000e+01,3.021766753889095708e+04
4.900000000000000000e+01,3.613315394383665989e+04
2.400000000000000000e+01,1.864126747022667405e+04
6.900000000000000000e+01,7.718641796607839933e+04
5.800000000000000000e+01,4.780601111168057105e+04
5.000000000000000000e+01,7.682382064837390499e+04
5.700000000000000000e+01,6.138317900880888919e+04
5.600000000000000000e+01,5.744836123694873822e+04
3.500000000000000000e+01,2.916642219818786543e+04
5.700000000000000000e+01,6.345309879408991401e+04
1.800000000000000000e+01,1.754362173762225939e+04
2.800000000000000000e+01,3.302009814645361621e+04
4.500000000000000000e+01,7.185084538268794131e+04
4.200000000000000000e+01,4.273940100275350414e+04
6.700000000000000000e+01,7.644273326285675284e+04
4.000000000000000000e+01,3.496823574874112819e+04
4.800000000000000000e+01,4.845011509503038542e+04
4.700000000000000000e+01,6.565800635635509389e+04
5.900000000000000000e+01,5.188032942212232592e+04
5.200000000000000000e+01,7.032448557996928866e+04
2.400000000000000000e+01,3.547751935455475177e+04
3.300000000000000000e+01,3.042533224105732370e+04
4.300000000000000000e+01,5.087407739055521233e+04
6.500000000000000000e+01,7.297554449626730639e+04
6.900000000000000000e+01,7.286809962217196880e+04
6.600000000000000000e+01,4.839775280109543382e+04
1.900000000000000000e+01,1.687862824175131391e+04
1.800000000000000000e+01,2.082481364448495151e+04
6.500000000000000000e+01,6.250566570899953513e+04
2.900000000000000000e+01,3.885672097550678154e+04
2.200000000000000000e+01,2.847701000933253817e+04
5.400000000000000000e+01,4.054655641289898631e+04
4.900000000000000000e+01,5.345197851005963457e+04
2.600000000000000000e+01,3.620585745283823053e+04
5.800000000000000000e+01,6.289790447931039671e+04
5.200000000000000000e+01,6.300780725554622040e+04
3.600000000000000000e+01,4.693922154548903927e+04
6.500000000000000000e+01,6.784180079228436807e+04
3.300000000000000000e+01,3.534834288541352726e+04
2.000000000000000000e+01,8.390390664840084355e+03
3.700000000000000000e+01,4.374618219132586091e+04
4.100000000000000000e+01,4.492687687163110968e+04
5.000000000000000000e+01,5.321578837195373490e+04
4.100000000000000000e+01,3.008251424179690366e+04
6.900000000000000000e+01,5.583943459591738065e+04
2.800000000000000000e+01,4.233152853332903760e+04
6.600000000000000000e+01,6.370444846143345057e+04
2.500000000000000000e+01,3.606500697372624563e+04
5.300000000000000000e+01,5.333318376130460820e+04
5.500000000000000000e+01,5.504756139495745447e+04
5.700000000000000000e+01,6.583283805975997529e+04
3.700000000000000000e+01,3.428955271782626369e+04
5.200000000000000000e+01,5.316120776940983342e+04
6.500000000000000000e+01,5.862724711294957524e+04
4.200000000000000000e+01,3.935503772567684064e+04
5.200000000000000000e+01,4.910827876531360380e+04
4.200000000000000000e+01,4.592133771633712604e+04
4.600000000000000000e+01,4.231251378336522612e+04
3.500000000000000000e+01,5.030756125573520694e+04
6.300000000000000000e+01,5.260392697780496383e+04
3.500000000000000000e+01,3.588128355838640709e+04
1.900000000000000000e+01,1.975268941725825061e+04
5.200000000000000000e+01,6.666977884353732225e+04
3.300000000000000000e+01,3.801554776511574892e+04
5.800000000000000000e+01,6.761844539468635048e+04
5.300000000000000000e+01,3.819439626963027695e+04
5.000000000000000000e+01,5.317050265869258874e+04
2.100000000000000000e+01,3.474630795623437007e+04
5.000000000000000000e+01,5.132283989275424392e+04
3.100000000000000000e+01,4.500480375065351109e+04
3.800000000000000000e+01,3.512711549899628153e+04
6.500000000000000000e+01,7.734347440185579762e+04
3.700000000000000000e+01,6.243898123619249964e+04
2.500000000000000000e+01,2.562161439560341023e+04
2.400000000000000000e+01,2.394497478599228270e+04
2.000000000000000000e+01,3.953384477117701317e+04
3.400000000000000000e+01,5.269572145730712509e+04
5.000000000000000000e+01,4.527139972846731689e+04
6.500000000000000000e+01,5.904813182904142741e+04
2.900000000000000000e+01,2.983215391139492931e+04
6.800000000000000000e+01,5.235549488965723140e+04
3.900000000000000000e+01,3.196348053515801803e+04
3.900000000000000000e+01,3.110859233247932207e+04
6.300000000000000000e+01,5.387202434895871556e+04
4.700000000000000000e+01,4.760315112613218662e+04
5.500000000000000000e+01,5.709214732536520751e+04
5.500000000000000000e+01,7.025500492814077006e+04
6.200000000000000000e+01,5.071645959261208918e+04
6.800000000000000000e+01,7.564322398476583476e+04
2.500000000000000000e+01,2.711011155774490908e+04
4.400000000000000000e+01,4.490536290347567410e+04
4.400000000000000000e+01,5.214819492166603595e+04
5.100000000000000000e+01,4.012277978437700949e+04
3.800000000000000000e+01,4.412409746184050891e+04
4.700000000000000000e+01,4.961452208213056292e+04
5.000000000000000000e+01,5.542451264008149155e+04
4.500000000000000000e+01,4.914168643907818478e+04
6.400000000000000000e+01,8.695300139910893631e+04
5.000000000000000000e+01,4.412260015748684236e+04
2.200000000000000000e+01,2.139003044998182304e+04
6.500000000000000000e+01,5.701859473575235461e+04
3.600000000000000000e+01,3.304522880839745631e+04
2.100000000000000000e+01,1.947612872693482495e+04
5.200000000000000000e+01,6.409016531107551418e+04
6.600000000000000000e+01,7.830504247989854775e+04
3.400000000000000000e+01,3.119253706250523828e+04
6.100000000000000000e+01,5.152644426895771176e+04
4.500000000000000000e+01,5.096415556386404205e+04
4.700000000000000000e+01,4.242776955719028774e+04
4.600000000000000000e+01,5.342931817755510565e+04
6.300000000000000000e+01,6.357923020851299952e+04
2.300000000000000000e+01,1.239255885002768082e+04
5.200000000000000000e+01,6.767505201330062118e+04
5.800000000000000000e+01,7.525877673095521459e+04
5.400000000000000000e+01,4.777211309515613539e+04
4.100000000000000000e+01,3.897298440064016177e+04
4.600000000000000000e+01,4.995865390724904864e+04
6.600000000000000000e+01,6.744456789987024968e+04
6.300000000000000000e+01,6.813544272672830266e+04
4.800000000000000000e+01,6.890204538766350015e+04
5.200000000000000000e+01,5.043052772505950270e+04
5.000000000000000000e+01,4.251702755461545894e+04
6.900000000000000000e+01,5.285680771985472529e+04
3.800000000000000000e+01,3.299069960058081051e+04
4.900000000000000000e+01,4.931873027126202942e+04
4.000000000000000000e+01,5.994557863517788064e+04
5.000000000000000000e+01,4.532388700963828887e+04
2.000000000000000000e+01,2.723787951638898448e+04
3.500000000000000000e+01,3.758577103927247663e+04
4.200000000000000000e+01,5.558393273448084074e+04
5.900000000000000000e+01,8.341932425873621833e+04
4.800000000000000000e+01,4.349131227079679229e+04
2.000000000000000000e+01,2.010560557481777869e+04
5.700000000000000000e+01,6.689160877069071284e+04
6.300000000000000000e+01,6.836891489626311522e+04
4.100000000000000000e+01,6.131707325736033090e+04
6.700000000000000000e+01,7.078928185325964296e+04
4.900000000000000000e+01,4.605707909212940285e+04
6.400000000000000000e+01,6.830654830692309770e+04
3.900000000000000000e+01,5.223703580582907307e+04
4.000000000000000000e+01,5.020482181197364116e+04
1.900000000000000000e+01,2.922274031107297924e+04
4.400000000000000000e+01,5.606674689589154150e+04
5.900000000000000000e+01,6.984295590445672860e+04
1.900000000000000000e+01,3.797158991037527448e+04
4.300000000000000000e+01,5.103709887589642312e+04
3.400000000000000000e+01,3.522881919683145679e+04
5.700000000000000000e+01,5.791713686433323164e+04
5.000000000000000000e+01,6.256508966508356389e+04
2.600000000000000000e+01,2.193064329012763847e+04
6.000000000000000000e+01,6.268673308872901544e+04
6.500000000000000000e+01,5.931661187672639062e+04
5.600000000000000000e+01,5.588744822934817785e+04
4.600000000000000000e+01,5.988451862607298972e+04
5.900000000000000000e+01,6.006099068019903643e+04
4.300000000000000000e+01,4.501436548156148638e+04
5.200000000000000000e+01,3.860143859020080708e+04
6.700000000000000000e+01,7.241253566027220222e+04
4.200000000000000000e+01,5.015484181141075533e+04
4.100000000000000000e+01,6.448254723305460357e+04
3.000000000000000000e+01,3.042221765046999280e+04
2.400000000000000000e+01,3.059150327663938879e+04
5.300000000000000000e+01,5.554383683710755577e+04
6.200000000000000000e+01,7.647453279763474711e+04
3.700000000000000000e+01,3.849704467613047746e+04
1.800000000000000000e+01,2.609021525770339213e+04
2.500000000000000000e+01,3.532896509716539003e+04
6.300000000000000000e+01,6.341609123156357964e+04
3.300000000000000000e+01,3.158566385449471636e+04
3.100000000000000000e+01,3.629089992898307537e+04
2.900000000000000000e+01,4.338631749859772390e+04
6.800000000000000000e+01,5.553484700588940177e+04
4.000000000000000000e+01,4.332969674146876059e+04
3.200000000000000000e+01,2.819879185060826785e+04
4.500000000000000000e+01,5.820046628924842662e+04
5.100000000000000000e+01,3.611813095216225338e+04
1.900000000000000000e+01,1.856078152728411806e+04
4.900000000000000000e+01,5.342211875064521155e+04
4.000000000000000000e+01,5.765524029234340560e+04
3.900000000000000000e+01,4.049249738927012368e+04
6.800000000000000000e+01,6.024800473306801723e+04
4.200000000000000000e+01,6.251157069440590567e+04
3.900000000000000000e+01,2.666986099583756004e+04
3.900000000000000000e+01,1.916194043379918003e+04
6.600000000000000000e+01,6.850014450053332257e+04
6.900000000000000000e+01,6.162945775647388655e+04
5.900000000000000000e+01,4.793767182869286626e+04
2.300000000000000000e+01,3.463356447299353022e+04
3.200000000000000000e+01,3.763800713771198934e+04
6.000000000000000000e+01,5.335921369263271481e+04
5.400000000000000000e+01,4.109695601329105557e+04
5.000000000000000000e+01,5.922457328280144429e+04
2.500000000000000000e+01,3.575201177958660992e+04
6.100000000000000000e+01,5.885824136220617220e+04
6.100000000000000000e+01,7.831636996047665889e+04
2.200000000000000000e+01,1.599915233673847433e+04
5.600000000000000000e+01,4.034474829075261368e+04
2.100000000000000000e+01,1.893091930118755408e+04
2.300000000000000000e+01,2.709413983644502150e+04
6.200000000000000000e+01,6.313339449322691507e+04
4.900000000000000000e+01,4.723763942143670283e+04
6.900000000000000000e+01,7.017055396514297172e+04
4.700000000000000000e+01,3.543460575809556030e+04
6.400000000000000000e+01,7.683764604073259397e+04
5.200000000000000000e+01,5.137848821607431455e+04
5.700000000000000000e+01,6.762295831588127476e+04
6.900000000000000000e+01,7.007725346377704409e+04
3.300000000000000000e+01,4.061753219153783721e+04
3.000000000000000000e+01,3.919767280232204212e+04
6.700000000000000000e+01,6.942708560017314448e+04
5.900000000000000000e+01,6.457722759867543937e+04
4.700000000000000000e+01,6.124152530132431275e+04
3.600000000000000000e+01,4.056521169701470353e+04
3.400000000000000000e+01,4.399003757588512235e+04
3.600000000000000000e+01,3.770264305712773057e+04
4.500000000000000000e+01,6.065117215449472860e+04
4.300000000000000000e+01,3.778607697940730577e+04
5.400000000000000000e+01,7.190940432910816162e+04
4.300000000000000000e+01,4.414842049355656491e+04
4.000000000000000000e+01,2.769224897881951620e+04
2.600000000000000000e+01,3.138104414910789274e+04
2.900000000000000000e+01,2.583948342525119369e+04
1.800000000000000000e+01,3.170643548988724069e+04
1.800000000000000000e+01,1.677376020697609056e+04
6.400000000000000000e+01,5.793816566785220493e+04
5.100000000000000000e+01,3.245459269054469041e+04
4.900000000000000000e+01,4.512693680750923522e+04
6.500000000000000000e+01,3.901120673371043813e+04
4.200000000000000000e+01,2.786097176514276725e+04
5.700000000000000000e+01,6.405414656144297624e+04
6.200000000000000000e+01,6.855800158650832600e+04
1.800000000000000000e+01,2.755457561784964855e+04
3.300000000000000000e+01,2.638023856870787131e+04
5.600000000000000000e+01,5.512288643858020077e+04
2.200000000000000000e+01,2.666397460909431538e+04
3.900000000000000000e+01,2.956635310807457427e+04
4.600000000000000000e+01,6.213398301767150406e+04
2.000000000000000000e+01,3.377362290575671068e+04
2.900000000000000000e+01,3.044035826170336077e+04
4.300000000000000000e+01,4.481885838994530786e+04
3.300000000000000000e+01,3.813382807947552647e+04
6.800000000000000000e+01,4.538265131575709529e+04
5.400000000000000000e+01,5.142822617479402834e+04
3.900000000000000000e+01,3.433015752002201043e+04
4.600000000000000000e+01,3.708379990105084289e+04
3.100000000000000000e+01,3.153899707114045304e+04
4.500000000000000000e+01,6.422686526849522488e+04
2.200000000000000000e+01,3.310842861267009721e+04
6.400000000000000000e+01,5.668821010217203002e+04
6.600000000000000000e+01,6.982582781356158375e+04
4.700000000000000000e+01,6.194355436586002179e+04
6.300000000000000000e+01,7.079633682912768563e+04
6.900000000000000000e+01,6.724630369920174417e+04
2.200000000000000000e+01,2.023063222294425941e+04
2.900000000000000000e+01,3.963223313613589562e+04
3.300000000000000000e+01,3.998485385421749379e+04
4.300000000000000000e+01,5.350193220027732605e+04
4.300000000000000000e+01,5.090171801681969373e+04
6.500000000000000000e+01,7.374552715319335402e+04
3.800000000000000000e+01,3.494764788439431868e+04
5.600000000000000000e+01,6.877394065634325671e+04
5.300000000000000000e+01,5.502599604692399589e+04
5.000000000000000000e+01,7.125260872625265620e+04
4.700000000000000000e+01,4.105812181910432264e+04
5.400000000000000000e+01,7.125963803165248828e+04
4.000000000000000000e+01,4.397910783462647669e+04
2.700000000000000000e+01,2.443581996385551611e+04
2.200000000000000000e+01,2.186114165945678542e+04
5.300000000000000000e+01,4.984652691805679933e+04
5.100000000000000000e+01,5.559165946401916153e+04
6.900000000000000000e+01,7.187835488035499293e+04
4.800000000000000000e+01,4.306299996061420825e+04
2.700000000000000000e+01,3.070645407739017173e+04
3.600000000000000000e+01,6.002270358611863776e+04
4.900000000000000000e+01,6.692543170100710995e+04
1.800000000000000000e+01,2.766323669674032135e+04
2.200000000000000000e+01,2.708003478168200309e+04
6.200000000000000000e+01,6.190031326718260971e+04
2.100000000000000000e+01,3.198517972730416659e+04
3.300000000000000000e+01,2.582207434801594354e+04
4.100000000000000000e+01,4.027623462576654856e+04
3.300000000000000000e+01,1.936415926122410383e+04
1.900000000000000000e+01,2.814223122605279059e+04
6.600000000000000000e+01,7.057195939702741452e+04
4.500000000000000000e+01,4.141813537700625602e+04
4.900000000000000000e+01,6.538986763290032832e+04
4.400000000000000000e+01,3.314234336997658829e+04
3.700000000000000000e+01,2.480625119790179815e+04
4.100000000000000000e+01,4.509451818559972162e+04
2.900000000000000000e+01,4.312098302612154657e+04
6.700000000000000000e+01,8.178927691457868787e+04
5.200000000000000000e+01,4.761115737131059723e+04
5.000000000000000000e+01,6.128680833431295468e+04
5.000000000000000000e+01,5.011491530499293003e+04
6.800000000000000000e+01,6.407372700059180352e+04
6.000000000000000000e+01,6.783659937486672425e+04
5.400000000000000000e+01,6.042322878413419676e+04
2.900000000000000000e+01,1.688607843015750404e+04
2.000000000000000000e+01,3.976540349725895794e+04
1.800000000000000000e+01,3.710091354147451784e+04
5.000000000000000000e+01,4.424437298490470857e+04
5.700000000000000000e+01,6.040803533437409351e+04
2.700000000000000000e+01,3.589030186282738578e+04
6.000000000000000000e+01,6.160673765823907161e+04
6.100000000000000000e+01,5.434694846154579864e+04
4.600000000000000000e+01,4.038376632061948476e+04
3.000000000000000000e+01,3.324445929008554958e+04
2.900000000000000000e+01,4.437729019259364577e+04
4.800000000000000000e+01,5.423600154594432388e+04
6.300000000000000000e+01,5.784385667913893849e+04
1.900000000000000000e+01,3.186698710648344786e+04
6.800000000000000000e+01,3.731457379369924456e+04
6.700000000000000000e+01,7.643765700372103311e+04
5.200000000000000000e+01,3.480286221221899905e+04
